CHI,OMEGA,X_LUT,Y_LUT,Z_LUT
20.0,155.0,0.04138021854,-0.0017992889099999992,0.24096733926
20.0,165.0,0.041620628800000004,0.04042114794,0.23664039287999997
20.0,175.0,0.04192853908,0.08153664761,0.22522844493000002
20.0,185.0,0.04220691936,0.12011306773,0.20696785042
20.0,195.0,0.04250024702,0.154772725,0.18234530625
20.0,205.0,0.04272566302,0.18466218927,0.15194737749
20.0,215.0,0.04289779014705883,0.2091393212745098,0.11642995591176471
20.0,225.0,0.043003208210000005,0.22725910839000002,0.07736193484000001
20.0,235.0,0.043134454059999994,0.23815066385999997,0.03640805965999999
20.0,245.0,0.04305992983,0.24155251163000002,-0.005324199430000001
20.0,255.0,0.04304687984000001,0.23764703144,-0.04672252864000001
20.0,265.0,0.042870234754901954,0.226345056,-0.08769513206862745
20.0,275.0,0.042387128260000004,0.20804239342,-0.1254096649
20.0,285.0,0.04211293409,0.18391667148999996,-0.15892670375
20.0,295.0,0.041825701580000006,0.15434823199999997,-0.18734030665
20.0,305.0,0.04151424334,0.12008573817,-0.20992876702
20.0,315.0,0.0411508776,0.08212095367999998,-0.22630319206
20.0,325.0,0.040812043400000005,0.041929981719999995,-0.23608822526999995
20.0,335.0,0.040494215980000005,0.0007346025900000002,-0.23888529818999998
20.0,345.0,0.04029892158000001,-0.04036125114999999,-0.23457323027000002
20.0,355.0,0.039673055228194726,-0.0975362635836714,-0.2158883841333671
30.0,5.0,0.07200826318999999,-0.12793876952999997,-0.28819820062999996
30.0,15.0,0.07160679311,-0.17653551193000003,-0.26042756336999995
30.0,25.0,0.071367205,-0.2194326625714286,-0.2252679747857143
30.0,35.0,0.07116293845999999,-0.25562420524,-0.18350130842999995
30.0,45.0,0.07117290660999999,-0.28458201444,-0.13582720426999997
30.0,55.0,0.07103103632,-0.30482894913,-0.08377453309999999
30.0,65.0,0.07081576651999999,-0.31580457332,-0.02904145325
30.0,75.0,0.07074172634,-0.31732589316,0.026615909549999997
30.0,85.0,0.0708670436632653,-0.3093049801632653,0.08092271468367347
30.0,95.0,0.07102022577999997,-0.29173709349000004,0.1327451678
30.0,105.0,0.07127469104999999,-0.26508488588,0.18120226353
30.0,115.0,0.07161202089999999,-0.23044075894999996,0.22436126175000004
30.0,125.0,0.07203222217,-0.18862546731,0.26076116389
30.0,135.0,0.07244001366999998,-0.1410360535,0.28908815681
30.0,145.0,0.07281655535353534,-0.0894247627272727,0.3083120553131313
30.0,155.0,0.07310287404999999,-0.03503163442,0.31795618804
30.0,165.0,0.07366381555445545,0.021398465534653466,0.318314266
30.0,175.0,0.07387928987,0.07698744109000001,0.30844332710999994
30.0,185.0,0.07418527311,0.12978744978999998,0.2893567048
30.0,195.0,0.07454049873999999,0.17857493447999995,0.26144375003
30.0,205.0,0.07480958326732673,0.22209651832673266,0.22515264334653462
30.0,215.0,0.07507342172277226,0.25906926500990096,0.18171826456435636
30.0,225.0,0.07532445753999999,0.28794482351,0.13297009198999998
30.0,235.0,0.07545772747524751,0.3078209372970297,0.08028983951485148
30.0,245.0,0.07556572975,0.3181584824,0.02539872206
30.0,255.0,0.07544719575999999,0.31856663776,-0.030032387970000005
30.0,265.0,0.07527939941999999,0.30947042621000004,-0.08460557608999998
30.0,275.0,0.07508073609999999,0.2913577785,-0.13664430902999997
30.0,285.0,0.07477438183168317,0.26425998896039604,-0.18472056781188118
30.0,295.0,0.07447445737,0.22896826685999996,-0.22691841466999996
30.0,305.0,0.07416908045,0.18698687283,-0.26181966398000006
30.0,315.0,0.07376219445,0.13933448528999998,-0.2889665773899999
30.0,325.0,0.07334879550495049,0.0873368331881188,-0.30769654431683163
30.0,335.0,0.07291877673737374,0.03331642262626262,-0.31727480247474743
30.0,345.0,0.07252427812,-0.02116883233,-0.31729295870999996
30.0,355.0,0.07198540908569981,-0.10015654393356997,-0.3000162332849898
40.0,5.0,0.10252587876530611,-0.11715134616326532,-0.3516007362755102
40.0,15.0,0.10206860381,-0.17631571578000002,-0.3247956584400001
40.0,25.0,0.10176490124000001,-0.23075659063,-0.28814451552000003
40.0,35.0,0.10146540866999997,-0.27808005616,-0.24283985054999999
40.0,45.0,0.10147053834693877,-0.31681178262244897,-0.19062987341836737
40.0,55.0,0.10161541975,-0.34638148447,-0.1325956952
40.0,65.0,0.10101534879999999,-0.36487375891000007,-0.06980097432
40.0,75.0,0.10095960095999999,-0.37304155522000004,-0.0048703934600000005
40.0,85.0,0.10094487514,-0.36965411938000003,0.060126172389999996
40.0,95.0,0.10103689517999999,-0.35475503501,0.12326179426
40.0,105.0,0.10119646204999999,-0.32899806365000006,0.18274286130000003
40.0,115.0,0.10148314543000002,-0.29319740092999996,0.23688656889
40.0,125.0,0.10179494189795919,-0.249006440377551,0.28345206034693876
40.0,135.0,0.10212016189999998,-0.19746070566,0.32134990083
40.0,145.0,0.10262619938,-0.13914401532,0.34976159197999995
40.0,155.0,0.10305489069999998,-0.07644840594999999,0.36721114974999997
40.0,165.0,0.10343144977,-0.011520327569999999,0.3734811395500001
40.0,175.0,0.10385761378431373,0.05448232311764706,0.36853207646078423
40.0,185.0,0.10426142386999998,0.11858322005000002,0.35198179015000003
40.0,195.0,0.10462186731000003,0.17827858517,0.32469242905999995
40.0,205.0,0.10490492418000001,0.23247299921,0.28743003796
40.0,215.0,0.10521602479411765,0.280286674754902,0.24095076719607847
40.0,225.0,0.10549835174,0.31942052328,0.18705294426
40.0,235.0,0.10573747519999997,0.34831893729,0.12817901592999997
40.0,245.0,0.10590513903999996,0.36644650625,0.06564529501
40.0,255.0,0.10586586121,0.37332384395000007,0.0009065476399999999
40.0,265.0,0.10579182137,0.36885939643,-0.06382610805000001
40.0,275.0,0.10572205765000002,0.3534050987099999,-0.12663473721999996
40.0,285.0,0.10551325526470588,0.3271417468137255,-0.1860795360784314
40.0,295.0,0.10524106314999998,0.29085829082000003,-0.23961441260000002
40.0,305.0,0.10498509274,0.24593999342,-0.28515382039
40.0,315.0,0.10460151022999999,0.19345159534999992,-0.32214266298
40.0,325.0,0.10417360873999999,0.13525660606999998,-0.34971854186000007
40.0,335.0,0.1037018,0.07333637092,-0.36693906492999995
40.0,345.0,0.10323233985,0.009489124189999998,-0.37310870288000003
40.0,355.0,0.10262981759867694,-0.08193466054575524,-0.36241682598897457
