,CHI,OMEGA,OMEGA_Cont,X_LUT,Y_LUT,Z_LUT
232,30.0,82.5,1162.5,-0.05143953107228903,-0.04420743262650602,-0.1957535530903614
233,30.0,87.5,1167.5,-0.05129820481065076,-0.06133175703550295,-0.1911593025976331
234,30.0,92.5,1172.5,-0.05116901237499985,-0.07803766157142857,-0.18510706391071421
235,30.0,97.5,1177.5,-0.05109440770121938,-0.09393408754878048,-0.17776050865853654
236,30.0,102.5,1182.5,-0.05105848904761891,-0.10901717777380951,-0.16905803305357137
237,30.0,107.5,1187.5,-0.050974034598802266,-0.12342405556886225,-0.1589435735389221
238,30.0,112.5,1192.5,-0.05096068216167655,-0.13679542768862277,-0.14762582040119754
239,30.0,117.5,1197.5,-0.05097610170303017,-0.14883474861818183,-0.13543660650303024
240,30.0,122.5,1202.5,-0.05075663235928136,-0.1595862812275449,-0.12190631900598796
241,30.0,127.5,1207.5,-0.05068021955757561,-0.16947298346060605,-0.10760454855151509
242,30.0,132.5,1212.5,-0.05052605984337338,-0.1778067008012048,-0.09243209549397584
243,30.0,137.5,1217.5,-0.050451244642857,-0.18512611691071426,-0.07665618882738089
244,30.0,142.5,1222.5,-0.05036449814457817,-0.191122062686747,-0.060217123228915606
245,30.0,147.5,1227.5,-0.050306276315476094,-0.19535181469642857,-0.04334615099999993
246,30.0,152.5,1232.5,-0.05015912572289146,-0.1979420875240964,-0.026024332493975837
247,30.0,157.5,1237.5,-0.050096856999999856,-0.19943284535928144,-0.008767008999999932
248,30.0,162.5,1242.5,-0.05006047241566251,-0.19927314975301205,0.008621924234939828
249,30.0,167.5,1247.5,-0.04993918169090897,-0.1972435907151515,0.026008495442424312
250,30.0,172.5,1252.5,-0.04984902907272712,-0.19374301677575756,0.042800541806060674
251,30.0,177.5,1257.5,-0.049793389922155575,-0.1889848060538922,0.05932717758682642
252,30.0,182.5,1262.5,-0.049823061778442986,-0.18297973541317367,0.07554123110179647
253,30.0,187.5,1267.5,-0.049836941820359165,-0.17556699543712573,0.0912866719281438
254,30.0,192.5,1272.5,-0.04997326654819266,-0.16708836029518073,0.10608446868674706
255,30.0,197.5,1277.5,-0.05001932576646697,-0.15704519753293414,0.12016935239520965
256,30.0,202.5,1282.5,-0.05001236095783119,-0.14591598074698794,0.13313766244578323
257,30.0,207.5,1287.5,-0.050077875874999844,-0.1334477810892857,0.14521257177976196
258,30.0,212.5,1292.5,-0.05022073806666655,-0.1202857487939394,0.1562219168545455
259,30.0,217.5,1297.5,-0.050345358041916026,-0.1061611609520958,0.16599630281437136
260,30.0,222.5,1302.5,-0.05042390650602396,-0.09130035874096386,0.1744028876265061
261,30.0,227.5,1307.5,-0.05052116473780478,-0.07601906242682926,0.18148964967073178
262,30.0,232.5,1312.5,-0.05062314557738082,-0.05985157029166667,0.18735320348214296
263,30.0,237.5,1317.5,-0.05076553641071418,-0.04318005193452381,0.19200003136904772
264,30.0,242.5,1322.5,-0.050865483815950775,-0.02667187354601227,0.19485991094478536
265,30.0,247.5,1327.5,-0.051037909964285616,-0.00962651145833333,0.1964655496309525
266,30.0,252.5,1332.5,-0.05116262409638542,0.007139921614457835,0.19636537936746995
267,30.0,257.5,1337.5,-0.051323384448484714,0.02392592546666667,0.19497150318787887
268,30.0,262.5,1342.5,-0.05154554659036131,0.04037338360843374,0.19216016653012058
269,30.0,267.5,1347.5,-0.051641441272189205,0.056823697130177514,0.18773960323668648
270,30.0,272.5,1352.5,-0.0516734258083831,0.07319719311377246,0.18174509436526953
271,30.0,277.5,1357.5,-0.05178122819047607,0.08876796207738095,0.17456872850595245
272,30.0,282.5,1362.5,-0.05183357497590349,0.1037060215,0.16612984602409647
273,30.0,287.5,1367.5,-0.051877373325301075,0.11810286075301205,0.15625015675903622
274,30.0,292.5,1372.5,-0.05190491593373482,0.1313596363614458,0.14528583818072296
275,30.0,297.5,1377.5,-0.052017551686746835,0.14346421974096388,0.1333379958253013
276,30.0,302.5,1382.5,-0.0521192276227544,0.15453320601197604,0.1203939988802396
277,30.0,307.5,1387.5,-0.05225693036526931,0.16466785862874253,0.1064796053772456
278,30.0,312.5,1392.5,-0.05243041988484833,0.1734295043757576,0.09217385556363643
279,30.0,317.5,1397.5,-0.052527547473053764,0.1808291619281437,0.07661249557485038
280,30.0,322.5,1402.5,-0.052576579222891454,0.18694566678915664,0.06043861133734947
281,30.0,327.5,1407.5,-0.05260256632934121,0.19157082053892216,0.04370200589820366
282,30.0,332.5,1412.5,-0.052621843162650485,0.19482714003614457,0.026784412126506098
283,30.0,337.5,1417.5,-0.05267016789221545,0.19667989864670662,0.009493943718562945
284,30.0,342.5,1422.5,-0.052642869874251416,0.19704344537125748,-0.007898226658682561
285,30.0,347.5,1427.5,-0.052734436042168535,0.19596345122289155,-0.025112395885542108
286,30.0,352.5,1432.5,-0.052809530017963964,0.19339153466467066,-0.042415433077844254
287,30.0,357.5,1437.5,-0.05274054364548724,0.1870539909083033,-0.066709563368953
288,40.0,2.5,1442.5,-0.09529416233152159,0.2702766861956522,-0.1112531036684782
289,40.0,7.5,1447.5,-0.09534862943636352,0.2591823101757576,-0.13562617727272722
290,40.0,12.5,1452.5,-0.0953473444011975,0.24675656261077847,-0.1578552962215568
291,40.0,17.5,1457.5,-0.09535789778181807,0.23228457012727266,-0.17908339944242418
292,40.0,22.5,1462.5,-0.09524301098802382,0.2158669809700599,-0.19868159640119756
293,40.0,27.5,1467.5,-0.09527293401212106,0.19770109956969698,-0.2170388540848485
294,40.0,32.5,1472.5,-0.09523878686904752,0.1782099425297619,-0.23370865335119048
295,40.0,37.5,1477.5,-0.09518684153333323,0.15729444080606064,-0.2486477210848485
296,40.0,42.5,1482.5,-0.09508009807185616,0.13502467961676648,-0.26146550456886225
297,40.0,47.5,1487.5,-0.09490227716265048,0.11168041056024096,-0.27215774109036145
298,40.0,52.5,1492.5,-0.0947586082771083,0.08762338093975904,-0.2808809939518072
299,40.0,57.5,1497.5,-0.09454087929940107,0.0627582781197605,-0.2875130565568862
300,40.0,62.5,1502.5,-0.09440816143975889,0.0372581136686747,-0.29194602466265057
301,40.0,67.5,1507.5,-0.09418532415568852,0.011587230173652697,-0.294100494497006
302,40.0,72.5,1512.5,-0.09397544291017954,-0.014406817694610776,-0.29398584890419155
303,40.0,77.5,1517.5,-0.09378735136746974,-0.040285735710843366,-0.2916568096024096
304,40.0,82.5,1522.5,-0.09367829176506012,-0.06557566986746989,-0.28715626581927706
305,40.0,87.5,1527.5,-0.09341997029166656,-0.09035845911309523,-0.2803436634285714
306,40.0,92.5,1532.5,-0.09329936813772441,-0.11499123713772455,-0.2714984978742514
307,40.0,97.5,1537.5,-0.09328078071257472,-0.13825414589221557,-0.2606244364431138
308,40.0,102.5,1542.5,-0.09326653072289146,-0.160335332813253,-0.24784811043373495
309,40.0,107.5,1547.5,-0.09325289719760466,-0.1812415691796407,-0.23311557704790417
310,40.0,112.5,1552.5,-0.09325297970658672,-0.2006472493113772,-0.21658811695209573
311,40.0,117.5,1557.5,-0.0931486473030302,-0.21857288069696967,-0.19828830643636364
