CHI,OMEGA,X_corr,Y_corr,Z_corr
10,122.5,-0.007988209609756,-0.040589033707317,-0.02508002597561
10,127.5,-0.007926991512195,-0.042472618487805,-0.021295530292683
10,132.5,-0.007864634333333,-0.044283143142857,-0.017166937238095
10,137.5,-0.007770025547619,-0.045528575404762,-0.012990645833333
10,142.5,-0.007720273682927,-0.046221891317073,-0.008724548219512
10,147.5,-0.007651763953489,-0.046730647209302,-0.00425823827907
10,152.5,-0.007591713380953,-0.046876322738095,6.68012857143305E-05
10,157.5,-0.0075514512,-0.046755890425,0.00422711165
10,162.5,-0.007511459333334,-0.045988962690476,0.008492857904762
10,167.5,-0.007516780714286,-0.044769715714286,0.012553774071429
10,172.5,-0.007502144560976,-0.043218316756098,0.016409779317073
10,177.5,-0.007545249571429,-0.041493600071429,0.019837763452381
10,182.5,-0.0075350395,-0.039287962428572,0.023531175095238
10,187.5,-0.007529051585366,-0.03707485695122,0.026852187926829
10,192.5,-0.007508938119048,-0.034475993714286,0.030290604357143
10,197.5,-0.007532483309524,-0.031623237785714,0.033365325666667
10,202.5,-0.007560375121951,-0.028535389560976,0.035892728804878
10,207.5,-0.00764286397561,-0.02562275197561,0.038140157536586
10,212.5,-0.007734571139535,-0.022295898395349,0.040036411255814
10,217.5,-0.007785973047619,-0.018571437214286,0.041838019
10,222.5,-0.00787751175,-0.0150675362,0.04336575635
10,227.5,-0.007890060813954,-0.011200204581395,0.044745560046512
10,232.5,-0.008037263146342,-0.007393298219512,0.045367850365854
10,237.5,-0.008130404439025,-0.003870944878049,0.045939111
10,242.5,-0.008151892,-0.000259460857143,0.046055674119048
10,247.5,-0.0082135735,0.003771439071429,0.046007284333333
10,252.5,-0.008360541,0.007588939878049,0.045829629146342
10,257.5,-0.008447284547619,0.011007088095238,0.045104290595238
10,262.5,-0.008593852634146,0.014801203146342,0.044003454170732
10,267.5,-0.00867798452381,0.01855176252381,0.042676195190476
10,272.5,-0.008780307790698,0.022252494976744,0.041019529093023
10,277.5,-0.008873879853659,0.025867601780488,0.039075419829268
10,282.5,-0.009003699642857,0.029309465642857,0.037054600309524
10,287.5,-0.00908112195122,0.032261875829268,0.03475465397561
10,292.5,-0.0091495405,0.034861481095238,0.032204798119048
10,297.5,-0.009222462309524,0.037265095928572,0.029555172047619
10,302.5,-0.009297821452381,0.039622909809524,0.026295310642857
10,307.5,-0.009380666025,0.0417644142,0.02307113015
10,312.5,-0.0094991795,0.043894200190476,0.019309538619048
10,317.5,-0.009576052761905,0.045538363547619,0.015566418928572
10,322.5,-0.009642192365854,0.046639959926829,0.011660672658537
10,327.5,-0.009697262357143,0.047702658714286,0.007812408928571
10,332.5,-0.009735904928572,0.048266294595238,0.003861571428571
10,337.5,-0.009786138121951,0.048755099487805,-0.000223625170732
10,342.5,-0.009802011214286,0.048777776285714,-0.004424063357143
10,347.5,-0.009840859119048,0.048312547404762,-0.008591025285714
10,352.5,-0.009885816073171,0.047456023487805,-0.012680077390244
10,357.5,-0.009918122938956,0.045651607664257,-0.018761721122088
20,2.5,-0.024823519981818,0.1070897546,-0.042782391709091
20,7.5,-0.024740811952381,0.102462874071429,-0.053409696428571
20,12.5,-0.024813053487805,0.097665379439024,-0.06183116295122
20,17.5,-0.024793688380953,0.092084755571429,-0.069946710976191
20,22.5,-0.024680379609756,0.085569052487805,-0.077613077756098
20,27.5,-0.024640100452381,0.078504507214286,-0.084998660404762
20,32.5,-0.024590432476191,0.070811908666667,-0.091653782619048
20,37.5,-0.024564854243903,0.062729507512195,-0.097499113292683
20,42.5,-0.02448371,0.054000799214286,-0.102657356809524
20,47.5,-0.024338933714286,0.044838647880952,-0.106736606380952
20,52.5,-0.024190202317073,0.035113554243903,-0.110187284487805
20,57.5,-0.024168667928572,0.025471059714286,-0.1129942675
20,62.5,-0.024033620390244,0.015379510268293,-0.114626830804878
20,67.5,-0.023926924904762,0.005109788095238,-0.1153869105
20,72.5,-0.023832475071429,-0.005314827166667,-0.115330984547619
20,77.5,-0.023727640071429,-0.015721778476191,-0.114436243714286
20,82.5,-0.023629179536586,-0.025733884731707,-0.112593909658537
20,87.5,-0.023501057714286,-0.035641069309524,-0.109613821547619
20,92.5,-0.023426570439025,-0.045156184536585,-0.106047068439024
20,97.5,-0.02327912302381,-0.054256910976191,-0.101548297880952
20,102.5,-0.02321243752381,-0.063048291047619,-0.096133823380952
20,107.5,-0.023175659390244,-0.071195614170732,-0.090178585
20,112.5,-0.023040122804878,-0.078784564292683,-0.083152908268293
20,117.5,-0.023019641571429,-0.085698940952381,-0.076046248738095
20,122.5,-0.022841770904762,-0.092133815357143,-0.067852270047619
20,127.5,-0.022780873902439,-0.097599358097561,-0.059315260268293
20,132.5,-0.02270250702381,-0.102182623333333,-0.05035136702381
20,137.5,-0.022630549476191,-0.106073618166667,-0.041137102833333
20,142.5,-0.022564393878049,-0.109000734390244,-0.031536004317073
20,147.5,-0.022462642095238,-0.11125882997619,-0.021682404809524
20,152.5,-0.022430358926829,-0.112721002682927,-0.011642062634146
20,157.5,-0.02245013052381,-0.113227600690476,-0.001837849452381
20,162.5,-0.022388535731708,-0.112779401341463,0.008026847512195
20,167.5,-0.022370143095238,-0.111062716357143,0.017664352928572
20,172.5,-0.022329561571429,-0.108575837714286,0.027439153666667
20,177.5,-0.022280118261905,-0.105745210809524,0.03698246352381
20,182.5,-0.0223898333,-0.102223001125,0.046245240575
20,187.5,-0.022359074928572,-0.097572716690476,0.054615775357143
20,192.5,-0.022431224976744,-0.09230153627907,0.063278236441861
20,197.5,-0.0225060023,-0.08660276355,0.071099582875
20,202.5,-0.022539629441861,-0.080163927465116,0.078398563930233
20,207.5,-0.022580918809524,-0.072787981880952,0.085102129880953
20,212.5,-0.022615911878049,-0.065052846097561,0.091043564512195
20,217.5,-0.022688927047619,-0.05692896752381,0.096348491595238
20,222.5,-0.022682041452381,-0.048040546595238,0.100896785738095
20,227.5,-0.022868045658537,-0.03921812702439,0.104916932682927
20,232.5,-0.022898004880953,-0.029772122190476,0.107999696404762
20,237.5,-0.023088136571429,-0.0206058525,0.110564477309524
20,242.5,-0.023167753341464,-0.011025950780488,0.112301075414634
20,247.5,-0.023190763,-0.00110518852381,0.112959832095238
20,252.5,-0.023329694119048,0.008465719214286,0.112823815428572
20,257.5,-0.023512595560976,0.017538089,0.111727343195122
20,262.5,-0.023636482809524,0.026871940714286,0.109819984357143
20,267.5,-0.023768780878049,0.036279854097561,0.107277168853659
20,272.5,-0.023870516809524,0.045456183380952,0.103830918904762
20,277.5,-0.02398700902381,0.054162988880952,0.0997251865
20,282.5,-0.024105765536586,0.062451078170732,0.095061744902439
20,287.5,-0.024146984571429,0.070055045642857,0.089414204285714
20,292.5,-0.024196536071429,0.077344819880952,0.083012060595238
20,297.5,-0.024332999731708,0.084518685,0.076321963414634
20,302.5,-0.024396716690476,0.090864031238095,0.068975715880953
20,307.5,-0.024467243341464,0.096230221902439,0.06107072502439
20,312.5,-0.024592500261905,0.101242918571429,0.052598781071429
20,317.5,-0.024674549547619,0.105546616690476,0.043621296547619
20,322.5,-0.0247698337,0.1090584146,0.034591828025
20,327.5,-0.024742904767442,0.111555610302326,0.024991124883721
20,332.5,-0.024816377926829,0.113436293341463,0.015117231
20,337.5,-0.024856986170732,0.114567867292683,0.00546784597561
20,342.5,-0.024778189116279,0.114663652651163,-0.00471016272093
20,347.5,-0.024900139642857,0.114115434809524,-0.014826806428571
20,352.5,-0.024866259804878,0.112424221902439,-0.024763179048781
20,357.5,-0.024970793310564,0.10905248003336,-0.039310460069103
30,2.5,-0.051683451465347,0.186962930069307,-0.070290339910891
30,7.5,-0.051456246404762,0.177708599190476,-0.090909962928571
30,12.5,-0.051364804439025,0.169073981390244,-0.10569951604878
30,17.5,-0.0513425905,0.159143126809524,-0.119897947357143
30,22.5,-0.051392272365854,0.148425227585366,-0.133423034292683
30,27.5,-0.051198632756098,0.136072602390244,-0.145587673756098
30,32.5,-0.051153824738096,0.122909242380952,-0.157038903404762
30,37.5,-0.051070180119048,0.108904031333333,-0.167358499071429
30,42.5,-0.050960285780488,0.093806412804878,-0.176092835463415
30,47.5,-0.050885120857143,0.077957185833333,-0.183532882238095
30,52.5,-0.050765226928572,0.0614333345,-0.189523047142857
30,57.5,-0.050622508390244,0.044641293902439,-0.193961617829268
30,62.5,-0.050614667071429,0.027593867047619,-0.197267441119048
30,67.5,-0.050465998976191,0.009878296428571,-0.198974485547619
30,72.5,-0.050464823731708,-0.007118529731707,-0.199049455463415
30,77.5,-0.050279279380953,-0.024817659976191,-0.197442116785714
30,82.5,-0.050153493309524,-0.042167004595238,-0.194376181
30,87.5,-0.050070034268293,-0.058937171682927,-0.189916177585366
30,92.5,-0.049875867767442,-0.075575975046512,-0.183740193906977
30,97.5,-0.049728724404762,-0.091781564642857,-0.176070911690476
30,102.5,-0.049715688536586,-0.106698014682927,-0.167487761512195
30,107.5,-0.049635481238096,-0.120330132571429,-0.157583556714286
30,112.5,-0.049522712928572,-0.133993299142857,-0.145977296452381
30,117.5,-0.04945650475,-0.146288647275,-0.133627966075
30,122.5,-0.049296114119048,-0.156685723309524,-0.120444934166667
30,127.5,-0.049219521142857,-0.167046376761905,-0.1058506895
30,132.5,-0.049100912780488,-0.175198116146341,-0.090759444829268
30,137.5,-0.048992075738096,-0.182219063642857,-0.075017463214286
30,142.5,-0.048917201071429,-0.188164952476191,-0.058482385285714
30,147.5,-0.048862714146342,-0.192388271,-0.041762306560976
30,152.5,-0.048792848,-0.195368003428571,-0.024700248404762
30,157.5,-0.048753373833334,-0.196839468357143,-0.007518463071429
30,162.5,-0.048747611902439,-0.196419219878049,0.009760832902439
30,167.5,-0.0487028695,-0.194335754357143,0.026974218857143
30,172.5,-0.048616994365854,-0.19067032595122,0.043660655487805
30,177.5,-0.048578887690476,-0.185955147547619,0.060196375142857
30,182.5,-0.048613451404762,-0.179833335357143,0.076402359738095
30,187.5,-0.048657866658537,-0.172668578219512,0.091996520853659
30,192.5,-0.048766137214286,-0.164008981142857,0.106566074619048
30,197.5,-0.04879063,-0.153948126268293,0.120617219146342
30,202.5,-0.048864682071429,-0.142979631666667,0.133591254976191
30,207.5,-0.0489482,-0.130588843162791,0.145738997651163
30,212.5,-0.049025594804878,-0.117301486317073,0.156710103121951
30,217.5,-0.049099481119048,-0.103211425428571,0.166305397833333
30,222.5,-0.04921360552381,-0.08835514252381,0.174754775714286
30,227.5,-0.049300296512195,-0.073231533853659,0.181666361341463
30,232.5,-0.049393080707317,-0.057200530609756,0.187461072073171
30,237.5,-0.049531188627907,-0.040553658953488,0.192093438651163
30,242.5,-0.04964160465,-0.02394859925,0.1948489517
30,247.5,-0.049738596697675,-0.00660982072093,0.196504353581395
30,252.5,-0.049836834825,0.009952309525,0.196236790875
30,257.5,-0.050014988952381,0.026600213119048,0.194789692428572
30,262.5,-0.050143988853659,0.0432528,0.191884919243903
30,267.5,-0.050269142186047,0.059825242302326,0.18753210544186
30,272.5,-0.050409538928572,0.07617604952381,0.181713505452381
30,277.5,-0.050577734756098,0.091487768219512,0.174802746195122
30,282.5,-0.050647210878049,0.106072798317073,0.166431368536585
30,287.5,-0.050733959372093,0.120355216046512,0.156543607186047
30,292.5,-0.05078353995122,0.133373943731707,0.145514417658537
30,297.5,-0.050871916452381,0.14543585697619,0.133546463357143
30,302.5,-0.050971281952381,0.156641555166667,0.120545108261905
30,307.5,-0.051111859902439,0.166816016219512,0.106716492
30,312.5,-0.051220160761905,0.175370431642857,0.092344894928572
30,317.5,-0.051264173333334,0.182814719071429,0.076505798833333
30,322.5,-0.05131472795,0.1887496488,0.060625115275
30,327.5,-0.051367938285714,0.193399094857143,0.044189089904762
30,332.5,-0.051403368738095,0.196616372380952,0.027167249214286
30,337.5,-0.051444576170732,0.198394763609756,0.010061726414634
30,342.5,-0.051488705547619,0.198835817690476,-0.006941646428571
30,347.5,-0.051542532476191,0.197672707142857,-0.024080807809524
30,352.5,-0.05158289797561,0.195092260756098,-0.041467919853659
30,357.5,-0.051656130042763,0.188253754874178,-0.066658043944901
40,2.5,-0.094226063666667,0.27406292140625,-0.105109940708333
40,7.5,-0.094084820292683,0.260801517853658,-0.134445286487805
40,12.5,-0.094102621595238,0.248436455547619,-0.156536505857143
40,17.5,-0.094082732785715,0.233825858690476,-0.177724091071429
40,22.5,-0.093911777785715,0.216982456214286,-0.197512394738095
40,27.5,-0.093910964536586,0.199001648268293,-0.215893862341463
40,32.5,-0.093879176365854,0.179947603829268,-0.232330301487805
40,37.5,-0.093742747071429,0.158958574357143,-0.247020432166667
40,42.5,-0.0935525275,0.136429646380952,-0.259906137285714
40,47.5,-0.093328117463415,0.113206832365854,-0.270490681878049
40,52.5,-0.093180148785715,0.089286155833333,-0.279187917166667
40,57.5,-0.093025300738095,0.064325712452381,-0.285837032904762
40,62.5,-0.092910243,0.038954754243903,-0.290234079365854
40,67.5,-0.092676835785715,0.013390491428572,-0.292182103595238
40,72.5,-0.092571793809524,-0.012625943047619,-0.292158821166667
40,77.5,-0.092512235073171,-0.038170527097561,-0.29009788304878
40,82.5,-0.092410075642857,-0.063224886357143,-0.28555471747619
40,87.5,-0.092245022348838,-0.08795294327907,-0.278716822558139
40,92.5,-0.092071419902439,-0.112504080853659,-0.269748517634146
40,97.5,-0.091904452073171,-0.135778373926829,-0.258885520439024
40,102.5,-0.091803096666667,-0.157680425666667,-0.246013217380952
40,107.5,-0.09167483492683,-0.178589379414634,-0.231188843585366
40,112.5,-0.091647620813954,-0.198120436,-0.214536578209302
40,117.5,-0.091587337829269,-0.216291907243902,-0.196167357390244
40,122.5,-0.091410591928572,-0.232240776857143,-0.176310123095238
40,127.5,-0.091334312878049,-0.246771348121951,-0.155235339073171
40,132.5,-0.091319198428572,-0.25944563597619,-0.13323852052381
40,137.5,-0.09126747495122,-0.269964154707317,-0.110272348341463
40,142.5,-0.091224199047619,-0.278301078761905,-0.086372799333333
40,147.5,-0.091225862261905,-0.284733525880952,-0.061690237761905
40,152.5,-0.091257062833334,-0.288997070119048,-0.036672275047619
40,157.5,-0.091186967195122,-0.290854371682927,-0.011389301146342
40,162.5,-0.091118172428572,-0.290403727214286,0.014009671476191
40,167.5,-0.091096881714286,-0.287631594833333,0.039407109404762
40,172.5,-0.091084617,-0.282870120375,0.06387497485
40,177.5,-0.091042053047619,-0.276073050833333,0.087948097547619
40,182.5,-0.091035290190476,-0.266995224809524,0.112081400142857
40,187.5,-0.091050725857143,-0.255804461238095,0.135111441142857
40,192.5,-0.091071969714286,-0.242786696642857,0.157076746404762
40,197.5,-0.09125602197561,-0.228470604243902,0.177619818512195
40,202.5,-0.091362703119048,-0.212192418166667,0.196937068571429
40,207.5,-0.091480437651163,-0.194227510581395,0.214647071790698
40,212.5,-0.091582085560976,-0.174470331219512,0.231143735512195
40,217.5,-0.091649922261905,-0.153611030190476,0.245632387047619
40,222.5,-0.091701293119048,-0.131486011833333,0.258194149190476
40,227.5,-0.091770230575,-0.108904937975,0.268631102125
40,232.5,-0.091887036976191,-0.085631580071429,0.277063875095238
40,237.5,-0.09212036102381,-0.061108085928572,0.283786746761905
40,242.5,-0.092183326285715,-0.035924032190476,0.288116914
40,247.5,-0.092277451853659,-0.010742785463415,0.290296734121951
40,252.5,-0.092518617585366,0.013785530707317,0.290424971268293
40,257.5,-0.092615588952381,0.038623564,0.288300517119048
40,262.5,-0.092717618785715,0.063625136476191,0.283651843404762
40,267.5,-0.092885315682927,0.087811412512195,0.277180968682927
40,272.5,-0.093033443976744,0.111672589116279,0.26852204744186
40,277.5,-0.093146376976191,0.134967145642857,0.257606999
40,282.5,-0.093228925463415,0.156774036121951,0.24504169602439
40,287.5,-0.093308932146342,0.177003670292683,0.230788888585366
40,292.5,-0.093422561595238,0.196370042880952,0.214775047595238
40,297.5,-0.093503749142857,0.214401741714286,0.196905250333333
40,302.5,-0.093619576,0.231036165404762,0.177383043285714
40,307.5,-0.093691537268293,0.245506201121951,0.156789340463415
40,312.5,-0.093772580536586,0.258049529585366,0.135439179487805
40,317.5,-0.093852637476191,0.268862690309524,0.112728226476191
40,322.5,-0.093984687095238,0.277935325452381,0.08848303852381
40,327.5,-0.094031759761905,0.284664085833333,0.063853788071429
40,332.5,-0.094112647195122,0.289346757536585,0.038881657195122
40,337.5,-0.094104280428572,0.291824114357143,0.013571405142857
40,342.5,-0.094137923333334,0.292150817761905,-0.012196427809524
40,347.5,-0.094161910073171,0.290189146609756,-0.037393367414634
40,352.5,-0.094203371976191,0.286099240904762,-0.062225565642857
40,357.5,-0.09420727217591,0.276043631104853,-0.09988712382409
